Model number,Label,Number of vertices,Number of faces,Number of edges,Type of faces,Bounding box,Barycenter,Diagonal,Surface,Bounding box volume,Convex hull volume,Compactness,Diameter,Eccentricity,A3,D1,D2,D3,D4
229,animal,1048,1974,5922,triangles,"[[-0.433423621, -0.4739699004, -0.094717289], [0.566576379, 0.4759233295, 0.1015928664]]","[-2.735019126053755e-13, -5.479160357867081e-13, 2.674305638082801e-12]",1.3931384803109226,0.6915764621447937,0.15752543714965508,0.06593816660452637,0.6726582952966229,1.0043194368555382,50.367435096191144,"[0.5193503351709728, 0.5502640455978165, 0.358599040951386, 0.2596751675854864, 0.23494419924401153, 0.2442183123720646, 0.1545685521342181, 0.1391116969207963, 0.12056347066469013, 0.10510661545126831, 0.13602032587811194, 0.11747209962200576, 0.12056347066469013, 0.03091371042684362]","[0.2619123830126906, 0.634875616422762, 0.5762072426279193, 0.34781964464085313, 0.27448417739729974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.26134608814644383, 0.5303788259442537, 0.43045238047649576, 0.5021944438892451, 0.3561481005132911, 0.22035062333915853, 0.17166850888050722, 0.08967757926593661, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12504096174073406, 0.5698588092446568, 0.688750215489945, 0.3956214035403553, 0.1496391837225178, 0.06969496228172062, 0.036897332972675626, 0.010249259159076563, 0.004099703663630625, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.291146602695711, 0.8750663254206287, 0.378978538704473, 0.07644631467429283, 0.004879552000486777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
230,animal,1119,1940,5820,triangles,"[[-0.4487621361, -0.461525841, -0.1119362099], [0.5512378639, 0.4591431378, 0.0860470576]]","[-7.169915946398494e-12, 6.80497101831529e-12, -2.1018562105711286e-12]",1.3736188491479764,0.6430335702933232,0.15296568798204882,0.05896053768397891,0.676278677733956,1.001600934771143,58.74205827477735,"[0.5492035817475535, 0.5269814715034328, 0.3301570664840784, 0.24126862550759573, 0.2349194511521327, 0.16825312041977072, 0.19047523066389138, 0.1650785332420392, 0.14285642299791854, 0.139681835820187, 0.14285642299791854, 0.15872935888657613, 0.13650724864245548, 0.047618807665972845]","[0.4972305874526275, 0.3801051601860086, 0.5436387756148727, 0.42209352090423047, 0.3668456778539385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3178475583793016, 0.5297459306321693, 0.5196555319534614, 0.4414549421934745, 0.2875763623431777, 0.1740593772077128, 0.19171757489545177, 0.06054239207224793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1445192503517806, 0.6147156845948978, 0.6737446741752026, 0.3501029726831868, 0.13434183835517632, 0.07531284877487159, 0.030532235989812802, 0.008141929597283415, 0.004070964798641707, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3242907793544045, 0.887449401062541, 0.3242907793544045, 0.045875280981842584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
231,animal,1072,1912,5736,triangles,"[[-0.418700434, -0.4529316906, -0.1802767529], [0.581299566, 0.4626049055, 0.1768006084]]","[2.064287698711387e-11, -1.936791950411753e-11, 7.827120021742918e-12]",1.4020383378322239,1.6372122254363553,0.30042320572562353,0.12428965208715788,2.511843739934467,1.0434800364315957,18.232564158186165,"[0.33422545501249473, 0.5793241220216575, 0.4201691434442791, 0.25146486615225794, 0.2864789614392812, 0.2450986670091628, 0.21326767129368712, 0.17825357600666386, 0.16870427729202114, 0.18143667557821141, 0.12414088329035518, 0.1018591862895222, 0.07639438971714166, 0.022281697000832983]","[0.10525780851177327, 0.3904107806618499, 0.528202820895444, 0.7291495462361021, 0.16075738027252645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24312344489464918, 0.5860554619039439, 0.47601011316215525, 0.3659647644203667, 0.27639296893286436, 0.31734007544143683, 0.23800505658107762, 0.05630227144928718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09905055686627702, 0.5404715168138159, 0.6158360709512005, 0.49094623838067736, 0.25623948406710795, 0.10335710281698471, 0.03660564058101542, 0.010766364876769241, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2251948869139538, 0.7638610564121314, 0.5692926741184753, 0.199973059579591, 0.0414358591921675, 0.0018015590953116307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
232,animal,1000,1996,5988,triangles,"[[-0.4393932359, -0.4533372578, -0.1018671906], [0.5606067641, 0.456489027, 0.1771479434]]","[9.404369224974073e-13, -3.0821585451834233e-12, 1.903115952525131e-12]",1.380446780399016,0.8600237874677447,0.180356919957222,0.10207570392980073,0.5398017027893433,1.0243623661213923,22.79341257537072,"[0.4485308230353026, 0.5026090073728923, 0.41035798703229814, 0.30856375769095284, 0.2163127373503587, 0.2799341306886995, 0.20358845868269054, 0.1845020406811883, 0.1526913440120179, 0.14951027434510086, 0.14632920467818383, 0.10815636867517935, 0.05407818433758967, 0.0159053483345852]","[0.133433661731746, 0.6728063507037334, 0.6333400563887099, 0.34579991209353894, 0.09396736741672254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2101400233944467, 0.5289731623377452, 0.5482963828797632, 0.46134189044068186, 0.32607934664655525, 0.2173862310977035, 0.08936989500683366, 0.031400233380779394, 0.002415402567752261, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.098339265655877, 0.5298278802683986, 0.7124579450578844, 0.41141937672356704, 0.16256082690053136, 0.07827002776692252, 0.014048466522268143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31872495363207637, 0.7976738028737912, 0.5030685754625206, 0.0947560672960227, 0.008614187936002065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
233,animal,1020,1976,5928,triangles,"[[-0.5279147623, -0.489505373, -0.1005766802], [0.4720852377, 0.5007044697, 0.1142015241]]","[1.4395542421170407e-11, -2.8967338770699524e-13, 2.270558899737585e-12]",1.4236028974479826,1.0189101840859633,0.18240510725238704,0.10186628831818045,0.901351885303411,1.0813749619064088,55.3870415995123,"[0.46164299582599483, 0.538052870997194, 0.356579417465596, 0.31837447987999645, 0.26425081830039704, 0.24833209430639722, 0.20694341192199767, 0.13690102634839846, 0.14008477114719842, 0.10824732315919879, 0.11143106795799874, 0.10187983356159885, 0.13690102634839846, 0.05412366157959939]","[0.3997139072269976, 0.14389700660171914, 0.6095637085211714, 0.6355451124909263, 0.20984980129417374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2980985636977857, 0.3739306544630119, 0.5543587324906191, 0.4863713407700714, 0.36085615605521426, 0.2118068742063214, 0.19088767675384521, 0.12551518471485715, 0.013074498407797619, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12926169629901016, 0.6024909573258947, 0.6134453383681837, 0.4162664796069818, 0.22566024947115332, 0.12707082009055234, 0.056962781419902776, 0.01971788587612019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3344625757117601, 0.8147165305799284, 0.4631020279085909, 0.09948117636554915, 0.003430385391915488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
234,animal,1012,1935,5805,triangles,"[[-0.511476136, -0.4333046484, -0.1421090105], [0.488523864, 0.4306452658, 0.0965375683]]","[-1.4131659247028016e-11, -7.42795286882524e-12, -2.3657890471159504e-12]",1.3428930127970478,0.6410084957934394,0.11595288481416004,0.054196611765948456,0.7928567182943749,1.0152910147745113,69.78177099472845,"[0.5320020977403795, 0.41021848500463, 0.31407352758166984, 0.3204831914098672, 0.3653508382072486, 0.24997688929969641, 0.16344642761903228, 0.1922899148459203, 0.18908508293182164, 0.12498844464984821, 0.08653046168066414, 0.10575945316525617, 0.13139810847804556, 0.01922899148459203]","[0.18269219323696886, 0.13701914492772665, 0.3131866169776609, 0.9183545070751202, 0.07992783454117387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5094502029072558, 0.2625228086409839, 0.40548077374250974, 0.5640341532187475, 0.2781182230156958, 0.15855337947623777, 0.20793885832949216, 0.20793885832949216, 0.005198471458237304, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.304696581238014, 0.6184885828114912, 0.5707376260503099, 0.3751860888378531, 0.193277682128591, 0.11141889910942304, 0.09095420335463106, 0.009095420335463105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44908058405330525, 0.7871914484949829, 0.41440254667467163, 0.08322728970872066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
235,animal,1000,1996,5988,triangles,"[[-0.4753449562, -0.4135454549, -0.0839208795], [0.5246550438, 0.4422374505, 0.1532910367]]","[9.09531584183371e-12, -5.389766914209191e-12, -1.2627748084919369e-13]",1.3373981734555125,0.6656989952787423,0.1974336460137253,0.09628221460403244,0.28137738487850866,1.0243903911842254,34.42311941898374,"[0.47364885990936134, 0.43771687743347876, 0.4213841581262594, 0.33645401772871875, 0.2613235089155097, 0.20905880713240776, 0.22212498257818325, 0.2057922632709639, 0.15679410534930582, 0.12412866673486711, 0.15352756148786195, 0.10779594742764775, 0.11106249128909162, 0.0457316140602142]","[0.3271649399673734, 0.42683108061968583, 0.6153300857664507, 0.4831641166405581, 0.31416500857794133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22553280771889053, 0.32804772031838625, 0.45362848825276847, 0.5971493658920625, 0.3716165581731719, 0.32035910187342403, 0.1742753514191427, 0.08970054852455873, 0.0025628728149873926, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11438991582951112, 0.47955772405448893, 0.6907391071243556, 0.4245625722133778, 0.27497575920555556, 0.1341881704923111, 0.07699321257755556, 0.004399612147288889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.21251067467929047, 0.8007402221915665, 0.5440273271789836, 0.13260666099987725, 0.010200512384605943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
236,animal,1070,1947,5841,triangles,"[[-0.4182986067, -0.5009091122, -0.1020178812], [0.5679798733, 0.4990908878, 0.154439279]]","[-2.2582009144765985e-11, 4.210577094858762e-12, -2.6843032581872766e-12]",1.4277659174840107,0.9651959408940627,0.17416556719985787,0.08132067806068664,1.2022425780375914,1.0010497016597852,49.70897868347811,"[0.5472494920446023, 0.4080084970273366, 0.34972156888057426, 0.25257668863597027, 0.3141017794575528, 0.3043872914330924, 0.21695689921294883, 0.15543180839136633, 0.1327646696676254, 0.13924099501726567, 0.10038304291942408, 0.11009753094388448, 0.1521936457165462, 0.05504876547194224]","[0.38096887892262277, 0.23215291059347326, 0.7897167386000201, 0.22620027186030728, 0.3551741110789035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34100741589048716, 0.3727290359733232, 0.5234067313667943, 0.41502452941710455, 0.39123331435497755, 0.16918197377512542, 0.3251466058490692, 0.10573873360945339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17048008415691876, 0.6364589808524967, 0.547809337090899, 0.4296098120754353, 0.2409451856084452, 0.1204725928042226, 0.08864964376159776, 0.01591147452131242, 0.022730677887589167, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3539811625471851, 0.8276660998687806, 0.4258034274118313, 0.09063285804348217, 0.01197037747744104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
237,animal,1000,1996,5988,triangles,"[[-0.4365806675, -0.4672014383, -0.0629126498], [0.5634193325, 0.4792225075, 0.0695058928]]","[2.131035537310662e-11, 1.596708947480191e-11, 2.9568424726105486e-12]",1.3832038734792313,0.4548647472101305,0.10578044415034235,0.05022314327571565,0.3299033192490233,1.0011739225719631,106.18993551967729,"[0.7167724723880197, 0.36734589209886004, 0.2777493330503576, 0.21503174171640588, 0.20607208581155564, 0.21204518974812248, 0.19412587793842198, 0.1403679425093205, 0.16426035825558782, 0.16426035825558782, 0.09855621495335269, 0.10751587085820294, 0.07466379920708538, 0.04778483149253464]","[0.3847745521454191, 0.2923426764903743, 0.6298265015564682, 0.33533424656248817, 0.5073005268509436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.40579096288156474, 0.42447870459321574, 0.403121285494186, 0.5232567679262282, 0.2242529005398121, 0.1414929015310719, 0.2829858030621438, 0.2616283839631141, 0.002669677387378715, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.19522413840596034, 0.6285788192631471, 0.6586133020948333, 0.2896182273055456, 0.18449753739464386, 0.10083004950637513, 0.06865024647242562, 0.012871921213579803, 0.006435960606789901, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42088706135999143, 0.8281971207406282, 0.3597905524528959, 0.08655338761838532, 0.0016971252474193201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
238,animal,1045,1762,5286,triangles,"[[-0.549118217, -0.4625333637, -0.0844132665], [0.450881783, 0.4593230141, 0.1024134399]]","[9.74827067486106e-12, 4.424068903212275e-12, -4.4597874663859953e-13]",1.3728522861236048,0.6963134687393617,0.14856915182504032,0.07218888968181272,0.57282411089778,1.016520567845764,59.689165179313,"[0.48564821562138477, 0.5205641004046215, 0.3777263899277437, 0.28884959229768636, 0.2285403367630046, 0.23806285079479644, 0.21901782273121273, 0.12379268241329415, 0.18727610929190655, 0.13966353913294724, 0.1142701683815023, 0.14283771047687788, 0.07618011225433487, 0.03174171343930619]","[0.18977936262328365, 0.30889619661023826, 0.7066252863632901, 0.5451109351945381, 0.26851760881805026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.39768356736765803, 0.4507080430166791, 0.40298601493256014, 0.5355472040551128, 0.24126136420304586, 0.17232954585931848, 0.2571687068977522, 0.18823688855402482, 0.005302447564902107, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2509576911264524, 0.6824288092035109, 0.5503458138737991, 0.33240887157977467, 0.20693002601654847, 0.10346501300827424, 0.0660414976648559, 0.0022013832554951965, 0.0066041497664855895, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4451108415953255, 0.7899397939774749, 0.4064055510218189, 0.11259720894111001, 0.005277994169114532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
239,animal,1050,1720,5160,triangles,"[[-0.554998721, -0.3705449568, -0.0979253082], [0.445001279, 0.3755701851, 0.102951437]]","[8.693504090514358e-12, 4.750277437681239e-12, 3.3485779784910147e-12]",1.2637401915483273,0.5853651662592431,0.1445697572217209,0.06345817784396193,0.4404058270722472,1.0115232344990372,70.44748311942007,"[0.5118015413678337, 0.5245965799020296, 0.32627348262199396, 0.23990697251617205, 0.3038821651871513, 0.20791937618068243, 0.20791937618068243, 0.17273302021164388, 0.15673922204389906, 0.1215528660748605, 0.12475162570840946, 0.12795038534195843, 0.1311491449755074, 0.04158387523613649]","[0.22526503285301142, 0.3109853550891131, 0.7415804621355774, 0.5103349416846984, 0.2053300741934529, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38057365127037346, 0.5897631417037575, 0.536835680268805, 0.29488157085187877, 0.2268319775783683, 0.16634345022413674, 0.18398593736912094, 0.1386195418534473, 0.0025203553064263146, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.27319511070500424, 0.7171371656006362, 0.5378528742004771, 0.26892643710023856, 0.17074694419062766, 0.14086622895726783, 0.021343368023828458, 0.004268673604765691, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4906993118180648, 0.8026559189876249, 0.3338778822679616, 0.05901881757261948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
240,animal,1025,1970,5910,triangles,"[[-0.4490193509, -0.4604892207, -0.0742997661], [0.5509806491, 0.4637030117, 0.1045828422]]","[7.957959415964053e-12, -4.976659568703098e-12, 6.793394561303427e-13]",1.373364580139122,1.0302969996389595,0.13596549647718048,0.06672239308539672,2.172159454809009,1.0054896398243092,39.402935702619054,"[0.4546509052961008, 0.5260960475569166, 0.3377406725056749, 0.33449316603927415, 0.23382046558085184, 0.2565530108456569, 0.20459290738324537, 0.1461377909880324, 0.162375323320036, 0.1331477651224295, 0.162375323320036, 0.13964277805523095, 0.1266527521896281, 0.02922755819760648]","[0.35855687501187034, 0.4261704571569659, 0.7212115428810192, 0.37699694286962365, 0.16596061071977997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3336783278767591, 0.6352246686246451, 0.45726289375704027, 0.3732253889584491, 0.27682942757182977, 0.1606599356443655, 0.17549008354999923, 0.05932059162253495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.17716479271176291, 0.6679316322926234, 0.6353496014490808, 0.3074929160859333, 0.1405100080127775, 0.048873046265313906, 0.04480029240987108, 0.010181884638607063, 0.004072753855442825, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3502684870648688, 0.8593035313507296, 0.36827294200745553, 0.057286902090048636, 0.0016367686311442467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
241,animal,1054,1704,5112,triangles,"[[-0.4340967338, -0.3945226793, -0.1951749168], [0.5659032662, 0.4210411212, 0.1364854033]]","[5.895863309958491e-12, 8.968815521232941e-13, -5.514521838201387e-13]",1.3323448805076104,0.9344660992371948,0.267432248472804,0.10346048580397771,0.6740455588989634,1.0275962846651332,59.88935590403186,"[0.5434842231689504, 0.46630303171300475, 0.29907711689178923, 0.2669182871184786, 0.2829977020051339, 0.31837241475577566, 0.1961688616171951, 0.15436238291189122, 0.14471473397989804, 0.13506708504790482, 0.11255590420658736, 0.12541943611591164, 0.10290825527459416, 0.06753354252395241]","[0.11095555859033333, 0.19165051029239394, 0.22863569648917173, 0.9195862204380657, 0.23031684131629798, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3120713322142121, 0.5493487087737784, 0.5467696068546527, 0.3713906763541037, 0.21406545928743478, 0.20632815353005762, 0.239856478478692, 0.13411329979453745, 0.005158203838251441, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3102996692620174, 0.6633217567557619, 0.5306574054046095, 0.3462764425097875, 0.2091149945026639, 0.12591870636719546, 0.049468063215683936, 0.0134912899679138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.48181710404921646, 0.7898358955663941, 0.3734082556381428, 0.06711023949256943, 0.008603876858021723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
242,animal,1057,1695,5085,triangles,"[[-0.4854691002, -0.4328985852, -0.225044128], [0.5145308998, 0.4518356662, 0.2117939909]]","[7.934808142802552e-12, 1.03888605113597e-11, -3.776172679240088e-12]",1.4048424245175717,1.0966112151887195,0.31223348833038356,0.11976246733661979,0.8129506947749445,1.0094892216249185,47.65724207262941,"[0.4823951986365567, 0.49858295698006533, 0.3302302702075757, 0.27519189183964643, 0.326992718538874, 0.2719543401709447, 0.2136784101343137, 0.16187758343508615, 0.1262645150793672, 0.13273961841677065, 0.12302696341066546, 0.13921472175417407, 0.10036410172975341, 0.05503837836792929]","[0.17031883434193598, 0.3387660331416529, 0.3761987439860344, 0.8310061807452701, 0.15534575000418338, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.33772499282840707, 0.46437186513905976, 0.5013105362296668, 0.46437186513905976, 0.25329374462130533, 0.25593222112777725, 0.2453783151018895, 0.11609296628476494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.26417214704657166, 0.621036275512993, 0.526026994557647, 0.41247931731833115, 0.26417214704657166, 0.15989366794924073, 0.03939409210343612, 0.027807594425954908, 0.0023172995354962425, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.37522965777490874, 0.8077860688209841, 0.4412422827538279, 0.10944198351768172, 0.003474348683101007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
243,animal,1059,1721,5163,triangles,"[[-0.4316900937, -0.4659198555, -0.0730515499], [0.5683099063, 0.4726528745, 0.114568656]]","[1.0095738673803607e-11, 6.463618778092085e-12, -1.4888172202944814e-12]",1.3842399037600424,0.6562473443009371,0.1409322368012276,0.07410714525366968,0.45501963296438314,1.0267544914617939,54.442321355216606,"[0.5237178470104804, 0.48319206122990754, 0.342910495066386, 0.25250681909433875, 0.3086194455597474, 0.2899152367379445, 0.2213331377246673, 0.13716419802655438, 0.14028156616352155, 0.13716419802655438, 0.10910788479385009, 0.07169946715024435, 0.09040367597204722, 0.009352104410901436]","[0.25774916523100483, 0.2658672491752885, 0.7204799500551711, 0.5256459353923643, 0.2597786862170757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34598152431741563, 0.40888725601149123, 0.5006247813986848, 0.526835502937883, 0.2568650710841419, 0.18347505077438708, 0.2568650710841419, 0.13891682415775022, 0.0026210721539198156, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2612405223542122, 0.6600988198771611, 0.5248135493723013, 0.3592057182370418, 0.2145904290766743, 0.19826289642953604, 0.07230764458018372, 0.027990055966522733, 0.013995027983261367, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38423329071790874, 0.7648417390705542, 0.4911661404931758, 0.1613054852542164, 0.01087452709578987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
244,animal,1052,1753,5259,triangles,"[[-0.5598504301, -0.4350732932, -0.088601892], [0.4401495699, 0.4505866936, 0.1165314464]]","[-1.2824762520232184e-12, -2.355215035943568e-12, -3.484826875111181e-12]",1.3514707909317556,0.7718129708676897,0.14941466497265699,0.073663165442765,0.7491746792746536,1.0302279893023905,57.79967275828105,"[0.5197031020884288, 0.41444677761482296, 0.33550453425961857, 0.21380190908701185, 0.2762978517432153, 0.3091904531412171, 0.2993226727218166, 0.18748782796861038, 0.18419856782881022, 0.15130596643080838, 0.15130596643080838, 0.12499188531240693, 0.07565298321540419, 0.046049641957202556]","[0.18992632287731356, 0.28388987209030025, 0.7037270068717303, 0.5697789686319407, 0.25190228086885796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3675565979238544, 0.5369975827823689, 0.47443475760384046, 0.4457601293970149, 0.2085427505950947, 0.18247490677070788, 0.2267902412721655, 0.15640706294632103, 0.007820353147316052, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.24835595530008664, 0.663021702095767, 0.5920628577243137, 0.29492269691885287, 0.1884844303616729, 0.14191768874290664, 0.07317630825806125, 0.013304783319647498, 0.0022174638866079162, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42664787461594955, 0.7986425090951452, 0.4054917816597868, 0.12517354999062982, 0.007052030985387595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
245,animal,1051,1715,5145,triangles,"[[-0.5515928969, -0.4655086057, -0.0684630602], [0.4484071031, 0.4735548892, 0.1022509988]]","[-1.8652187057088972e-11, -8.992617639543487e-12, -1.2329495348587042e-13]",1.3823832816531232,0.7001335229076516,0.1340522962571,0.07226751385266286,0.5810373029496914,1.0268377253222758,54.81195499098342,"[0.4830535577897928, 0.5021214613867583, 0.39407000767062045, 0.27330661822317226, 0.25106073069337914, 0.29237452182013773, 0.19385701990248264, 0.17478911630551713, 0.11440742158179304, 0.11758540551462061, 0.13665330911158613, 0.1207633894474482, 0.06673766258937927, 0.05720371079089652]","[0.25807610434629, 0.24428577815984703, 0.7821084994311231, 0.4590208573487448, 0.2265553587772775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34827734494528845, 0.45040378444052337, 0.5132508241298988, 0.492301810900107, 0.2513881587575014, 0.21734601225908978, 0.19115974572185004, 0.15188034591599045, 0.002618626653723973, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.25811548639812054, 0.6520812287952519, 0.5524577077293106, 0.37132403306396283, 0.21056789679846674, 0.12679357226574342, 0.06339678613287171, 0.024905880266485315, 0.004528341866633694, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42682618123023136, 0.7810746312391278, 0.45101875830400967, 0.06566556634311252, 0.003456082439111185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
246,animal,1054,1728,5184,triangles,"[[-0.5613064568, -0.4057351702, -0.0669644209], [0.4386935432, 0.40119381, 0.0960269259]]","[2.8853906458499376e-12, -1.6376770367083105e-12, 2.5050583962768285e-13]",1.2952608070262488,0.5342378510106403,0.11058128074014666,0.056626515362274796,0.4204476374171265,1.0109835333096338,80.60543720918167,"[0.5025982381072697, 0.5277281500126332, 0.33297133274606616, 0.3015589428643618, 0.24501664107729396, 0.2764290309589983, 0.19789805625473741, 0.16334442738486263, 0.13507327649132872, 0.11308460357413568, 0.12250832053864698, 0.1068021255977948, 0.07538973571609045, 0.04083610684621566]","[0.2095599395620216, 0.29965112853261033, 0.7481485692774976, 0.5248791009590821, 0.1762653697250649, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.43406356921720174, 0.41327010482356336, 0.5692210877758515, 0.405472555675949, 0.18974036259195048, 0.2209305591824081, 0.19753791173956486, 0.16894689819831207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.29505329822318804, 0.6929282003726387, 0.5096375151127794, 0.33305258663071985, 0.17658492848205953, 0.16987917170425978, 0.04470504518533153, 0.008941009037066305, 0.004470504518533152, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4757709571432395, 0.7935179892353317, 0.37551921974519975, 0.05437382367351309, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
247,animal,1047,1495,4485,triangles,"[[-0.3243843694, -0.4981040394, -0.1385390314], [0.595211717, 0.5018959606, 0.0981535353]]","[2.8750683689882678e-11, 1.603162129894366e-11, -6.617620892145464e-12]",1.3790142614393914,0.5819890633727779,0.1363439068645175,0.05144296280377869,0.6586279403542138,1.0000832240302313,32.46477136904854,"[0.610418335708195, 0.38231464183829056, 0.31484735210212167, 0.22489096578722975, 0.2795073431926998, 0.28593279935804927, 0.21846550962188033, 0.16063640413373553, 0.14457276372036199, 0.16384913221641026, 0.1188709390589643, 0.1252963952243137, 0.13493457947233786, 0.048190921240120664]","[0.15231238130308125, 0.6039363026087292, 0.7615619065154063, 0.1292884166874992, 0.12397519408390335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6794205727032875, 0.48826156411219307, 0.3454680878152309, 0.3592868113278402, 0.14509659688239698, 0.11515602927174365, 0.12206539102804827, 0.04836553229413233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5741055755824395, 0.701896517655607, 0.3929094636876496, 0.14114223452857316, 0.05149784232799291, 0.020980602429923036, 0.017165947442664302, 0.007629309974517468, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7960915665599658, 0.5893546093525329, 0.13576755398697093, 0.02159938358883628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
